author,date,score,review
Anonymous,2 years ago,1,"Having been an Apple user for 25+ years, I can report this is first time an Apple product out of box was defective.  The Mac Book Air from Costco did NOT charge.  Apple support then directed us to Costco.  The exchange was time consuming and not worth the Costco discount. "
Carl,4 months ago,5,It does what you would expect a MacBook to do. The midnight color is a fingerprint magnet. 
Tulman,a year ago,5,"Outstanding and my third MacBook Air, far and away the best of them. "
mnkittycat,9 months ago,5,You never go back.  Only MacBooks for over 20 years...love them! 
JHXander,11 months ago,3,"This is the fifth or sixth 13” Mac Book air that I have owned. This machine feels “different”. The track pad does not seem responsive, it has momentary “freezes” when I am working.  I hope this is not a lemon. "
Bobbygb,2 years ago,5,Very good! 
David,11 months ago,1,After five months has a one and a half inch bar down the middle of the screen. 
Lulu,2 years ago,5,"This new MacBook Air is fabulous! Quick, better ergnomics, love the new gold/silver color!  So far, so great! "
NashvilleBrit,a year ago,5,"Great price and secure buying from my favorite store. Bigger and brighter screen, much better keys, lighter and faster. Also like the dark grey. The best change is the re emergence of the MagSafe power connector, so much better than the useless USB C. "
MSUL,a year ago,5,Glad I bought this at Costco instead of Apple- got the rebate on the product instead of an apple gift card.  My MacBook Pro was from 2009 and I couldn't get on any websites and it was SLOW.  This is just what I need for the simple things I do online. 
Blackbelt2008,4 months ago,5,"I’m very happy with my purchase! I’ve been waiting for a good deal since last year and when I saw it in one of the branches of Costco that I usually go that it was on sale I decided to buy and get it delivered. The price was right, delivery was on time as promised, and the performance of the computer is great. The price came with a two-year warranty as well that you can’t find anywhere. "
Caroline H,6 months ago,1,"I bought this laptop on 11/17/23, and within 1 month it can not type some letter on keyboard, I am really upset. "
Janet,2 years ago,5,"I love my new MacBook Air! Super easy set up, beautiful display screen. Not one complaint! "
Kay in MT,5 months ago,5,"I'm an Apple person with an iPhone and iPad but work was always PCs.  I'm recently retired and set myself up with a home office space.  On the fence whether a hard drive or a laptop.  Laptop won and this model fit my needs perfectly.  Love the slim design and yet plenty of memory and speed. Able to move around my home from office for Zoom, checking emails, etc., to casual watching movies snuggled on my couch.  And when I travel it's perfect. Hope this helps knowing how satisfied I am! "
Spark,a year ago,5,"Congratulations on your new MacBook Air M2! I'm glad to hear that you chose this laptop. The MacBook Air M2 is a great choice for anyone looking for a powerful and reliable laptop. The 8GB RAM and 256GB SSD storage are perfect for everyday use, and the M2 chip ensures that you can run all your favorite apps and programs with ease. One of the best things about the MacBook Air M2 is its battery life. You can use it for hours on end without having to worry about running out of power. The laptop is also very lightweight and easy to carry around, making it perfect for people who are always on the go. Overall, I think the MacBook Air M2 is a great laptop that offers excellent performance and reliability. I would definitely recommend it to anyone who is looking for a new laptop. Enjoy your new MacBook Air M2! "
Beachdudes,a year ago,1,Overall computer works well but not having a HDMI port makes it difficult when traveling and using different monitors. After spending $1000 why should I be forced to buy additional hardware just to make it work. 
Bob C,3 months ago,5,"I've been really liking my MacBook Air Apple M2 Laptop so far! I do a lot of audio work for my job and having a noiseless fan for hours of recording really is helpful to get crisp and clean results. It's also good for school work as well for any students who are looking for a laptop for their studies, highly recommend! "
BeachLady,a year ago,5,"Mac. What's not to like? This is my first foray out of PC Microsoft world, and after a short learning curve, I'm loving it. I'll admit to wanting a Mac ever since the MacAir debuted in the manilla folder. It was a treat for myself.The M2 handles what I use it for: email, browsing, image editing (GIMP) very well. The battery life is terrific and it doesn't overheat like my PC did. It's lightweight, which was important to me for traveling. The camera is rated higher than the M1 and the chip is faster.The migration from PC to Mac went well. I could keep using OneDrive and DropBox, as well as ICloud. I have an iPhone and I'm delighted at how the Mac and iPhone interact. I can get my texts and calls automatically on the Mac.Love the color. I went with the gold. It's quite subtle and doesn't show fingerprints. "
Amber,2 years ago,5,"I bought this laptop for my senior in HS so he could get his college essays done and have a laptop for school. He is loving it! Only downfall is, it is not touch screen, in this day and age everything is so we expected it to be touchscreen. "
Liz B,5 months ago,5,I’m very pleased with my new MacBook Air! I have wanted one for a long time and just kept putting it off and decided for my 70th birthday I was going to get what for me I love the speed the graphics are great. It was easy to learn to use because I already have an iPhone just perfection. 
Kendra,a year ago,5,"The battery life is absolutely unbelievable. I use the computer primarily on evenings and weekends as my personal computer, often browsing various sites, but sometimes streaming shows, or chatting with friends over zoom. I usually don't have to charge for 3-5 days. It's lightweight, comfortable to type on, the trackpad is great... everything about the M2 MacBook air is just a pleasure to use. It was great to get a slight discount buying through Costco, too! "
Do BI,2 years ago,4,Love it. It replaces a older Mac book. So light and fast. Bought for business. Just wish for touch screen 
Mr Bad Surface,a year ago,1,Lost internet connectivity regularly. Could not stay on zoom calls. Returned product. 
Jerome,a year ago,5,"This MacBook Air was a huge upgrade from my 8 year old intel-based MacBook Air.  This laptop can run many applications at once and have 25+ tabs open in Safari & Firefox without slowing down.  Ignore the reviews from the tech critics out there saying that the base model isn't good enough.  I think this laptop is just fine for the average user who surfs the web, works in MS Word, does some light photo editing, plays a few games, etc.  With an external hard drive, 256 storage is fine if you store files on the cloud and/or have an external hard drive.   I'm also glad this MacBook Air can connect to my 8-year old (but still surprisingly good) Apple Thunderbolt Display (with a $35 adapter). Finally, the sleek & minimalist design made the upgrade worth it for me alone.  It's a joy to carry around this laptop -- carrying it with the lid closed, it feels like an iPad in your hand.  The midnight color is gorgeous, even though it attracts fingerprints unlike anything I've seen (I just embrace the fingerprints now haha).  Keyboard and trackpad feel premium. "
Ronnie,a year ago,5,"This MacBook Air is VERY FAST.  The software easily connects with an older computer and transferred files and applications seamlessly and automatically.  It may take a while though depending on the amount of data to be transferred.  The USB-C ports are also very fast - but here are the WORTS:  There are only 2 USB-C ports, and NO OTHERS!  They are too close together for some interface adaptors, USB-C to older USB OTC connectors. Because the computer only has 2 USC-C ports, a USB-C Hub is needed to connect the computer with SD micro cards, other devices with older USB and HDMU connectors.  The great advantage Apple has over other PC's is the computer's plug-and-play capability, a feature that eliminates a lot of user frustration! "
Dani,5 months ago,5,One of the best Macs I’ve ever owned. My wife bought one of these from the Apple Store last year and she loves hers so much that she bought this one for me when she saw it was on sale. I needed a new computer and I’m incredibly satisfied with the purchase. It is fast. Sleek. Looks great. Love the new charging port. I don’t know too much computer lingo but I can tell there is a significant improvement with this Mac over previous versions. 
Tony,6 months ago,5,Black Beauty.  Set up was smooth and everything workin as good or better than anticipated with a few tweaks after calling apple.  Battery Life is best of any laptop I ever had.  Never had a bad apple purchase. 
